Ngày hạch toán,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh
11/20/2016,ĐH0003905,KH-0155,P-162,1,0,0,0,NV00001,CN HP
11/21/2016,ĐH0003905,KH-0155,P-163,1,0,0,0,NV00001,CN HN
11/22/2016,ĐH0003923,KH-0156,P-101,1,580000,580000,377000,NV00056,CN HN
11/23/2016,ĐH0003929,KH-0157,P-018,1,2900000,2900000,1740000,NV00015,CN HCM
11/24/2016,ĐH0003929,KH-0157,P-018,1,2900000,2900000,1885000,NV00015,CN HCM
11/25/2016,ĐH0003929,KH-0157,P-018,1,2900000,2900000,2030000,NV00015,CN HP
11/26/2016,ĐH0003936,KH-0140,P-122,1,2890000,2890000,1878500,NV00006,CN HN
11/27/2016,ĐH0003942,KH-0158,P-164,1,4800000,4800000,3360000,NV00048,CN HCM
11/28/2016,ĐH0003944,KH-0159,P-165,1,11600000,11600000,8120000,NV00020,CN HP
11/29/2016,ĐH0003955,KH-0160,P-166,1,14500000,14500000,8700000,NV00015,CN HP
11/30/2016,ĐH0003957,KH-0161,P-167,1,17570118,17570118,10542070.8,NV00051,CN HCM
12/1/2016,ĐH0003961,KH-0162,P-025,1,17250000,17250000,12075000,NV00048,CN HN
12/2/2016,ĐH0003962,KH-0136,P-028,1,3990000,3990000,2394000,NV00006,CN HN
12/3/2016,ĐH0003975,KH-0163,P-168,1,20000000,20000000,12000000,NV00017,CN HCM
12/4/2016,ĐH0003976,KH-0163,P-169,1,8650000,8650000,6055000,NV00017,CN HCM
12/5/2016,ĐH0003977,KH-0164,P-170,1,5047350,5047350,3280777.5,NV00048,CN HCM
12/6/2016,ĐH0003978,KH-0165,P-171,1,4966500,4966500,3476550,NV00048,CN HP
12/7/2016,ĐH0003984,KH-0166,P-138,1,46300000,46300000,27780000,NV00015,CN HP
12/8/2016,ĐH0003995,KH-0167,P-068,1,2280000,2280000,1482000,NV00044,CN HCM
12/9/2016,ĐH0003994,KH-0168,P-172,1,7960000,7960000,5174000,NV00048,CN HN
12/10/2016,ĐH0003999,KH-0169,P-173,1,35850000,35850000,21510000,NV00043,CN HP
12/11/2016,ĐH0003999,KH-0169,P-174,1,20270000,20270000,12162000,NV00043,CN HCM
12/12/2016,ĐH0004001,KH-0170,P-142,1,11000000,11000000,7150000,NV00006,CN HCM
12/13/2016,ĐH0004036,KH-0171,P-025,1,17700000,17700000,11505000,NV00015,CN HCM
12/14/2016,ĐH0004048,KH-0136,P-018,1,2920000,2920000,2044000,NV00006,CN HP
12/15/2016,ĐH0004048,KH-0136,P-017,1,4120000,4120000,2678000,NV00006,CN HCM
12/16/2016,ĐH0004050,KH-0172,P-122,1,3050000,3050000,1830000,NV00015,CN HCM
12/17/2016,ĐH0004053,KH-0140,P-018,1,2930000,2930000,1758000,NV00006,CN HCM
12/18/2016,ĐH0004067,KH-0169,P-175,1,24000000,24000000,16800000,NV00043,CN HP
12/19/2016,ĐH0004067,KH-0169,P-176,1,16150000,16150000,9690000,NV00043,CN HCM
12/20/2016,ĐH0004077,KH-0169,P-177,1,86175000,86175000,51705000,NV00043,CN HN
12/21/2016,ĐH0004077,KH-0169,P-178,1,52715000,52715000,31629000,NV00043,CN HN
12/22/2016,ĐH0004079,KH-0170,P-142,1,11000000,11000000,7700000,NV00006,CN HCM
6/3/2017,ĐH0001202,KH-0173,P-130,1,14200000,14200000,9230000,NV00043,CN HN
6/4/2017,ĐH0001203,KH-0140,P-023,1,9300000,9300000,5580000,NV00059,CN HCM
6/5/2017,ĐH0001220,KH-0146,P-139,1,2966000,2966000,1927900,NV00015,CN HN
6/6/2017,ĐH0001230,KH-0174,P-166,1,14650000,14650000,9522500,NV00064,CN HCM
6/7/2017,ĐH0001238,KH-0175,P-018,1,2950000,2950000,1770000,NV00059,CN HP
6/8/2017,ĐH0001238,KH-0175,P-017,1,4030000,4030000,2821000,NV00059,CN HP
6/9/2017,ĐH0001239,KH-0176,P-076,1,730000,730000,438000,NV00059,CN HN
6/10/2017,ĐH0001240,KH-0176,P-076,1,730000,730000,438000,NV00059,CN HN
6/11/2017,ĐH0001242,KH-0176,P-076,1,730000,730000,511000,NV00059,CN HN
6/12/2017,ĐH0001259,KH-0151,P-179,1,34670000,34670000,24269000,NV00006,CN HN
6/13/2017,ĐHIN050732017,KH-0177,P-002,1,44200850,44200850,26520510,NV00029,CN HN
6/14/2017,ĐH0001262,KH-0178,P-004,1,14900000,14900000,8940000,NV00017,CN HN
6/15/2017,ĐH0001263,KH-0179,P-020,1,2400000,2400000,1560000,NV00006,CN HN
6/16/2017,ĐH0001269,KH-0180,P-180,1,7700000,7700000,5390000,NV00061,CN HP
6/17/2017,ĐH0001278,KH-0176,P-164,1,5500000,5500000,3850000,NV00059,CN HP
6/18/2017,ĐH0001282,KH-0181,P-063,1,12000000,12000000,7800000,NV00064,CN HP
6/19/2017,ĐH0001298,KH-0134,P-017,1,4100000,4100000,2665000,NV00006,CN HP
6/20/2017,ĐH0001298,KH-0134,P-054,1,290000,290000,188500,NV00006,CN HCM
6/21/2017,ĐH0001299,KH-0182,P-016,1,7428000,7428000,4456800,NV00015,CN HN
6/22/2017,ĐH0001311,KH-0173,P-039,1,12500000,12500000,7500000,NV00043,CN HN
6/23/2017,ĐH0001311,KH-0173,P-181,1,15500000,15500000,10850000,NV00043,CN HP
6/24/2017,ĐH0001306,KH-0175,P-018,1,2950000,2950000,1770000,NV00059,CN HN
6/25/2017,ĐH0001306,KH-0175,P-017,1,4030000,4030000,2418000,NV00059,CN HP
6/26/2017,ĐH0001319,KH-0099,P-182,1,4100000,4100000,2870000,NV00017,CN HP
6/27/2017,ĐH0001342,KH-0176,P-076,1,730000,730000,474500,NV00059,CN HP
6/28/2017,ĐH0001344,KH-0176,P-183,1,325000,325000,211250,NV00059,CN HN
6/29/2017,ĐH0001344,KH-0176,P-184,1,3150000,3150000,1890000,NV00059,CN HP
6/30/2017,ĐH0001350,KH-0183,P-028,1,3200000,3200000,1920000,NV00015,CN HCM
7/1/2017,ĐH0001359,KH-0175,P-017,1,4030000,4030000,2619500,NV00059,CN HN
7/2/2017,ĐH0001359,KH-0175,P-018,1,2950000,2950000,1770000,NV00059,CN HCM
7/3/2017,ĐH0001361,KH-0184,P-004,1,13141800,13141800,9199260,NV00064,CN HP
7/4/2017,ĐH0001362,KH-0185,P-004,1,13141800,13141800,8542170,NV00064,CN HN
7/5/2017,ĐH0001364,KH-0186,P-030,1,5450000,5450000,3270000,NV00061,CN HCM
7/6/2017,ĐH0001369,KH-0187,P-185,1,28000000,28000000,18200000,NV00017,CN HN
7/7/2017,ĐH0001380,KH-0188,P-101,1,550000,550000,385000,NV00029,CN HN
7/8/2017,ĐH0001390,KH-0189,P-017,1,4100000,4100000,2665000,NV00015,CN HCM
7/9/2017,ĐH0001390,KH-0189,P-018,1,3100000,3100000,2015000,NV00015,CN HN
7/10/2017,ĐH0001392,KH-0190,P-186,1,4079000,4079000,2651350,NV00059,CN HN
7/11/2017,ĐH0001403,KH-0191,P-025,1,17526000,17526000,11391900,NV00059,CN HCM
7/12/2017,ĐH0001403,KH-0191,P-186,1,4079000,4079000,2447400,NV00059,CN HN
7/13/2017,ĐH0001410,KH-0192,P-076,1,1160000,1160000,754000,NV00061,CN HN
7/14/2017,ĐH0001418,KH-0193,P-016,1,7484134,7484134,4490480.4,NV00064,CN HCM
7/15/2017,ĐH0001420,KH-0174,P-030,1,5250000,5250000,3675000,NV00064,CN HP
7/16/2017,ĐH0001420,KH-0174,P-187,1,5250000,5250000,3412500,NV00064,CN HN
7/17/2017,ĐH0001428,KH-0175,P-018,1,2950000,2950000,2065000,NV00059,CN HP
7/18/2017,ĐH0001438,KH-0194,P-187,1,3845000,3845000,2691500,NV00064,CN HP
7/19/2017,ĐH0001438,KH-0194,P-030,1,5490000,5490000,3294000,NV00064,CN HN
7/20/2017,ĐH0001446,KH-0195,P-188,1,6510000,6510000,4557000,NV00061,CN HCM
7/21/2017,ĐH0001454,KH-0140,P-017,1,3960000,3960000,2574000,NV00059,CN HN
7/22/2017,ĐH0001471,KH-0193,P-015,1,3834285,3834285,2300571,NV00064,CN HP
7/23/2017,ĐH0001471,KH-0193,P-016,1,7484134,7484134,4864687.1,NV00064,CN HP
7/24/2017,ĐH0001476,KH-0196,P-189,1,240000,240000,168000,NV00029,CN HCM
7/25/2017,ĐH0001476,KH-0196,P-190,1,140000,140000,84000,NV00029,CN HCM
7/26/2017,ĐH0001483,KH-0197,P-076,1,1100000,1100000,660000,NV00017,CN HCM
7/27/2017,ĐH0001499,KH-0198,P-191,1,3700000,3700000,2405000,NV00059,CN HN
7/28/2017,ĐH0001499,KH-0198,P-015,1,3730000,3730000,2238000,NV00059,CN HN
7/29/2017,ĐH0001509,KH-0199,P-071,1,780000,780000,468000,NV00006,CN HN
7/30/2017,ĐH0001522,KH-0200,P-192,1,15800000,15800000,9480000,NV00006,CN HP
7/31/2017,ĐH0001522,KH-0200,P-193,1,15800000,15800000,9480000,NV00006,CN HP
8/1/2017,ĐH0001520,KH-0190,P-065,1,8500000,8500000,5950000,NV00059,CN HN
8/2/2017,ĐH0001534,KH-0201,P-194,1,750000,750000,450000,NV00061,CN HN
8/3/2017,ĐH0001542,KH-0202,P-195,1,21300000,21300000,13845000,NV00020,CN HN
8/4/2017,ĐH0001558,KH-0203,P-196,1,22870000,22870000,16009000,NV00006,CN HN
8/5/2017,ĐH0001562,KH-0204,P-068,1,2013000,2013000,1207800,NV00015,CN HN
8/6/2017,ĐH0001576,KH-0205,P-081,1,1380000,1380000,828000,NV00006,CN HCM
8/7/2017,ĐH0001578,KH-0206,P-003,1,2350000,2350000,1410000,NV00068,CN HN
8/8/2017,ĐH0001579,KH-0118,P-197,1,37000000,37000000,25900000,NV00006,CN HP
8/9/2017,ĐH0001581,KH-0207,P-198,1,5880000,5880000,3822000,NV00064,CN HCM
8/10/2017,ĐH0001571,KH-0208,P-028,1,3190000,3190000,2233000,NV00068,CN HP
8/11/2017,ĐH0001583,KH-0209,P-199,1,490000,490000,343000,NV00006,CN HCM
8/12/2017,ĐH0001584,KH-0210,P-200,1,7300000,7300000,5110000,NV00017,CN HN
8/13/2017,ĐH0001584,KH-0210,P-201,1,5200000,5200000,3120000,NV00017,CN HP
8/14/2017,ĐH0001584,KH-0210,P-202,1,3500000,3500000,2450000,NV00017,CN HP
8/15/2017,ĐH0001622,KH-0211,P-068,1,2800000,2800000,1820000,NV00015,CN HN
8/16/2017,ĐH0001635,KH-0212,P-203,1,22000000,22000000,14300000,NV00006,CN HP
8/17/2017,ĐH0001630,KH-0175,P-018,1,2950000,2950000,2065000,NV00059,CN HN
8/18/2017,ĐH0001630,KH-0175,P-017,1,4030000,4030000,2418000,NV00059,CN HN
8/19/2017,ĐH0001636,KH-0213,P-082,1,41400000,41400000,28980000,NV00064,CN HN
8/20/2017,ĐH0001636,KH-0213,P-204,1,43200000,43200000,28080000,NV00064,CN HN
8/21/2017,ĐH0001640,KH-0175,P-018,1,2950000,2950000,1770000,NV00059,CN HP
8/22/2017,ĐH0001640,KH-0175,P-017,1,4030000,4030000,2619500,NV00059,CN HCM
8/23/2017,ĐH0001641,KH-0214,P-020,1,2600000,2600000,1690000,NV00068,CN HN
8/24/2017,ĐH0001645,KH-0215,P-025,1,17561000,17561000,10536600,NV00059,CN HN
8/25/2017,ĐH0001649,KH-0216,P-015,1,4312770,4312770,2803300.5,NV00029,CN HP
8/26/2017,ĐH0001649,KH-0216,P-016,1,8489250,8489250,5518012.5,NV00029,CN HN
8/27/2017,ĐH0001657,KH-0191,P-025,1,17526000,17526000,10515600,NV00059,CN HP
8/28/2017,ĐH0001658,KH-0191,P-025,1,17526000,17526000,12268200,NV00059,CN HN
8/29/2017,ĐH0001659,KH-0217,P-195,1,23373400,23373400,14024040,NV00059,CN HN
8/30/2017,ĐH0001666,KH-0218,P-060,1,1250000,1250000,875000,NV00061,CN HCM
8/31/2017,ĐHIN18082017,KH-0219,P-205,1,19559914.5,19559915,13691940.5,NV00061,CN HCM
9/1/2017,ĐHIN18082017,KH-0219,P-205,1,19559914.5,19559915,12713944.75,NV00061,CN HCM
9/2/2017,ĐH0001676,KH-0220,P-025,1,18400000,18400000,11040000,NV00061,CN HCM
9/3/2017,ĐH0001676,KH-0220,P-186,1,4200000,4200000,2940000,NV00061,CN HP
9/4/2017,ĐH0001683,KH-0221,P-206,1,800000,800000,520000,NV00064,CN HN
9/5/2017,ĐH0001694,KH-0222,P-023,1,9550000,9550000,6207500,NV00068,CN HP
9/6/2017,ĐH0001700,KH-0223,P-207,1,4200000,4200000,2940000,NV00064,CN HCM
9/7/2017,ĐH0001700,KH-0223,P-208,1,4200000,4200000,2730000,NV00064,CN HN
9/8/2017,ĐH0001700,KH-0223,P-209,1,6500000,6500000,4225000,NV00064,CN HP
9/9/2017,ĐH0001701,KH-0207,P-210,1,1616400,1616400,1131480,NV00064,CN HN
9/10/2017,ĐH0001702,KH-0224,P-019,1,3000000,3000000,1950000,NV00015,CN HN
9/11/2017,ĐH0001702,KH-0224,P-019,1,3000000,3000000,1800000,NV00015,CN HCM
9/12/2017,ĐH0001708,KH-0225,P-018,1,2980000,2980000,1937000,NV00006,CN HCM
9/13/2017,ĐH0001708,KH-0225,P-017,1,3990000,3990000,2793000,NV00006,CN HCM
9/14/2017,ĐH0001707,KH-0225,P-211,1,11909091,11909091,7740909.15,NV00006,CN HCM
9/15/2017,ĐH0001707,KH-0225,P-212,1,400000,400000,240000,NV00006,CN HP
9/16/2017,ĐH0001715,KH-0175,P-018,1,2950000,2950000,2065000,NV00059,CN HP
9/17/2017,ĐH0001715,KH-0175,P-017,1,4030000,4030000,2821000,NV00059,CN HN
9/18/2017,ĐH0001717,KH-0226,P-195,1,22537000,22537000,13522200,NV00015,CN HCM
9/19/2017,ĐH0001728,KH-0227,P-213,1,20500000,20500000,13325000,NV00061,CN HCM
9/20/2017,ĐH0001729,KH-0228,P-214,1,100000000,100000000,65000000,NV00059,CN HP
9/21/2017,ĐH0001731,KH-0175,P-166,1,14500000,14500000,9425000,NV00059,CN HP
9/22/2017,ĐH0001732,KH-0229,P-137,1,25500000,25500000,16575000,NV00068,CN HCM
9/23/2017,ĐH0001749,KH-0182,P-016,1,7400000,7400000,4810000,NV00015,CN HN
9/24/2017,ĐH0001769,KH-0230,P-215,1,690000,690000,414000,NV00061,CN HP
9/25/2017,ĐH0001769,KH-0230,P-216,1,1300000,1300000,845000,NV00061,CN HN
10/2/2018,ĐH0004811,KH-0231,P-046,1,15750000,15750000,11025000,NV00059,CN HN
10/3/2018,ĐH0004816,KH-0232,P-046,1,17200000,17200000,11180000,NV00015,CN HN
10/4/2018,ĐH0004817,KH-0233,P-034,1,16746000,16746000,10047600,NV00015,CN HCM
10/5/2018,ĐH0004823,KH-0190,P-018,1,2910000,2910000,2037000,NV00059,CN HP
10/6/2018,ĐH0004823,KH-0190,P-017,1,3920000,3920000,2352000,NV00059,CN HP
10/7/2018,ĐH0004855,KH-0234,P-046,1,17350000,17350000,11277500,NV00006,CN HN
10/8/2018,ĐH0004868,KH-0235,P-217,1,3500000,3500000,2275000,NV00059,CN HN
10/9/2018,ĐH0004875,KH-0236,P-034,1,17000000,17000000,11050000,NV00095,CN HN
10/10/2018,ĐH0004882,KH-0237,P-218,1,365545000,365545000,219327000,NV00095,CN HN
10/11/2018,ĐH0004882,KH-0237,P-219,1,100332000,100332000,60199200,NV00095,CN HCM
10/12/2018,ĐH0004882,KH-0237,P-220,1,165000000,165000000,107250000,NV00095,CN HP
10/13/2018,ĐH0004883,KH-0238,P-221,1,22000000,22000000,13200000,NV00095,CN HN
10/14/2018,ĐH0004895,KH-0239,P-222,1,70000000,70000000,49000000,NV00107,CN HN
10/15/2018,ĐH0004909,KH-0191,P-034,1,16200000,16200000,9720000,NV00095,CN HN
10/16/2018,ĐH0004912,KH-0240,P-101,1,580000,580000,348000,NV00068,CN HN
10/17/2018,ĐH0004918,KH-0241,P-037,1,6300000,6300000,4095000,NV00083,CN HN
10/18/2018,ĐH0004919,KH-0242,P-037,1,6612000,6612000,4628400,NV00083,CN HCM
10/19/2018,ĐH0004920,KH-0243,P-053,1,6165000,6165000,4315500,NV00095,CN HCM
10/20/2018,ĐH0004938,KH-0244,P-081,1,1300000,1300000,780000,NV00109,CN HP
10/21/2018,ĐH0004960,KH-0245,P-223,1,17650000,17650000,10590000,NV00059,CN HN
10/22/2018,ĐH0004947,KH-0246,P-045,1,5250000,5250000,3150000,NV00095,CN HP
10/23/2018,ĐH0004963,KH-0247,P-034,1,16902700,16902700,10141620,NV00059,CN HN
10/24/2018,ĐH0004972,KH-0248,P-224,1,1374000,1374000,893100,NV00095,CN HCM
10/25/2018,ĐH0004977,KH-0249,P-075,1,1300000,1300000,780000,NV00006,CN HP
10/26/2018,ĐH0004978,KH-0250,P-225,1,2409090.9,2409091,1686363.7,NV00086,CN HN
10/27/2018,ĐH0004978,KH-0250,P-226,1,2681818.18,2681818,1743181.7,NV00086,CN HN
10/28/2018,ĐH0004987,KH-0200,P-227,1,2920000,2920000,2044000,NV00006,CN HCM
10/29/2018,ĐH0004989,KH-0251,P-015,1,3780000,3780000,2457000,NV00068,CN HN
10/30/2018,ĐH0004989,KH-0251,P-016,1,7495000,7495000,4497000,NV00068,CN HN
10/31/2018,ĐH0004999,KH-0252,P-228,1,450000,450000,315000,NV00068,CN HN
11/1/2018,ĐH0000004,KH-0253,P-229,1,800000,800000,560000,NV00083,CN HN
7/18/2018,ĐH0000005,KH-0250,P-225,1,2409090.9,2409091,1686363.7,NV00086,CN HN
7/19/2018,ĐH0000005,KH-0250,P-226,1,2681818.18,2681818,1743181.7,NV00086,CN HN
7/20/2018,ĐH0000008,KH-0254,P-230,1,1750000,1750000,1225000,NV00059,CN HCM
7/21/2018,ĐHIN17072018,KH-0255,P-042,1,4703212.8,4703213,2821927.8,NV00078,CN HN
7/22/2018,ĐHIN18072018,KH-0255,P-231,1,66236,66236,43053.4,NV00078,CN HCM
7/23/2018,ĐH0000010,KH-0207,P-015,1,3850000,3850000,2502500,NV00068,CN HP
7/24/2018,ĐH0000010,KH-0207,P-232,1,1690000,1690000,1014000,NV00068,CN HN
7/25/2018,ĐH0000018,KH-0256,P-137,1,8350000,8350000,5427500,NV00006,CN HN
7/26/2018,ĐH0000018,KH-0256,P-032,1,8350000,8350000,5845000,NV00006,CN HN
7/27/2018,ĐH0000019,KH-0257,P-060,1,1250000,1250000,875000,NV00095,CN HN
7/28/2018,ĐH0000020,KH-0251,P-015,1,3780000,3780000,2457000,NV00068,CN HP
7/29/2018,ĐH0000020,KH-0251,P-016,1,7495000,7495000,4871750,NV00068,CN HP
7/30/2018,ĐH0000029,KH-0258,P-233,1,64624000,64624000,45236800,NV00086,CN HP
7/31/2018,ĐH0000029,KH-0258,P-234,1,258990000,258990000,168343500,NV00086,CN HN
8/1/2018,ĐHIN19072018,KH-0255,P-032,1,9687830,9687830,5812698,NV00078,CN HN
8/2/2018,ĐHIN20072018,KH-0259,P-086,1,2980000,2980000,2086000,NV00015,CN HN
8/3/2018,ĐH0000051,KH-0260,P-235,1,32770000,32770000,19662000,NV00059,CN HCM
8/4/2018,ĐH0000051,KH-0260,P-236,1,2300000,2300000,1495000,NV00059,CN HP
8/5/2018,ĐH0000051,KH-0260,P-237,1,180000,180000,126000,NV00059,CN HN
8/6/2018,ĐH0000051,KH-0260,P-238,1,140000,140000,98000,NV00059,CN HP
8/7/2018,ĐH0000051,KH-0260,P-235,1,32770000,32770000,22939000,NV00059,CN HCM
8/8/2018,ĐH0000052,KH-0251,P-018,1,3080000,3080000,1848000,NV00068,CN HCM
8/9/2018,ĐH0000052,KH-0251,P-017,1,4080000,4080000,2448000,NV00068,CN HP
8/10/2018,ĐH0000054,KH-0260,P-046,1,17748000,17748000,12423600,NV00059,CN HN
8/11/2018,ĐH0000060,KH-0261,P-239,1,24417000,24417000,17091900,NV00068,CN HCM
8/12/2018,ĐH0000060,KH-0261,P-240,1,23909000,23909000,16736300,NV00068,CN HP
8/13/2018,ĐH0000061,KH-0262,P-037,1,6300000,6300000,3780000,NV00083,CN HCM
8/14/2018,ĐH0000062,KH-0263,P-037,1,6480000,6480000,4212000,NV00059,CN HCM
8/15/2018,ĐH0000064,KH-0264,P-241,1,170280000,170280000,119196000,NV00043,CN HCM
8/16/2018,ĐH0000064,KH-0264,P-242,1,34056000,34056000,23839200,NV00043,CN HN
8/17/2018,ĐH0000078,KH-0265,P-243,1,8106000,8106000,5674200,NV00095,CN HN
8/18/2018,ĐH0000086,KH-0266,P-244,1,46550000,46550000,30257500,NV00095,CN HP
8/19/2018,ĐH0000086,KH-0266,P-245,1,51900000,51900000,36330000,NV00095,CN HP
8/20/2018,ĐH0000090,KH-0267,P-055,1,2200000,2200000,1430000,NV00098,CN HP
8/21/2018,ĐH0000096,KH-0268,P-037,1,6970000,6970000,4182000,NV00106,CN HP
8/22/2018,ĐH0000103,KH-0269,P-071,1,760000,760000,532000,NV00068,CN HN
8/23/2018,ĐH0000103,KH-0269,P-081,1,1400000,1400000,980000,NV00068,CN HN
8/24/2018,ĐH0000104,KH-0270,P-071,1,780000,780000,507000,NV00110,CN HCM
8/25/2018,ĐH0000126,KH-0235,P-034,1,17247000,17247000,10348200,NV00059,CN HN
8/26/2018,ĐH0000127,KH-0260,P-246,1,6250000,6250000,3750000,NV00059,CN HN
8/27/2018,ĐH0000127,KH-0260,P-247,1,15200000,15200000,9880000,NV00059,CN HP
8/28/2018,ĐH0000127,KH-0260,P-246,1,6250000,6250000,3750000,NV00059,CN HP
8/29/2018,ĐH0000141,KH-0271,P-101,1,550000,550000,330000,NV00068,CN HP
8/30/2018,ĐH0000141,KH-0271,P-071,1,750000,750000,450000,NV00068,CN HCM
8/31/2018,ĐH0000150,KH-0251,P-248,1,800000,800000,480000,NV00064,CN HN
9/1/2018,ĐH0000150,KH-0251,P-249,1,1824000,1824000,1185600,NV00064,CN HCM
9/2/2018,ĐH0000152,KH-0272,P-040,1,22500000,22500000,15750000,NV00095,CN HP
9/3/2018,ĐH0000154,KH-0251,P-016,1,7495000,7495000,5246500,NV00064,CN HCM
9/4/2018,ĐH0000155,KH-0273,P-250,1,51500000,51500000,30900000,NV00095,CN HCM
9/5/2018,ĐH0000156,KH-0274,P-040,1,24370000,24370000,15840500,NV00107,CN HCM
9/6/2018,ĐH0000156,KH-0274,P-251,1,33230000,33230000,19938000,NV00107,CN HN
9/7/2018,ĐH0000156,KH-0274,P-251,1,33230000,33230000,19938000,NV00107,CN HCM
9/8/2018,ĐH0000160,KH-0275,P-046,1,17619000,17619000,12333300,NV00015,CN HP
9/9/2018,ĐH0000164,KH-0276,P-252,1,250000,250000,175000,NV00068,CN HCM
9/10/2018,ĐH0000164,KH-0276,P-252,1,250000,250000,150000,NV00068,CN HCM
9/11/2018,ĐH0000164,KH-0276,P-252,1,250000,250000,162500,NV00068,CN HP
9/12/2018,ĐH0000173,KH-0277,P-056,1,16200000,16200000,9720000,NV00015,CN HN
9/13/2018,ĐH0000183,KH-0207,P-253,1,900000,900000,630000,NV00068,CN HP
9/14/2018,ĐH0000183,KH-0207,P-232,1,1690000,1690000,1183000,NV00068,CN HP
9/15/2018,ĐH0000183,KH-0207,P-015,1,3850000,3850000,2502500,NV00068,CN HCM
9/16/2018,ĐH0000189,KH-0278,P-046,1,17260000,17260000,12082000,NV00095,CN HCM
9/17/2018,ĐH0000186,KH-0279,P-081,1,1350000,1350000,877500,NV00110,CN HP
9/18/2018,ĐH0000193,KH-0250,P-254,1,2681818,2681818,1877272.6,NV00086,CN HCM
9/19/2018,ĐH0000195,KH-0280,P-015,1,3836000,3836000,2493400,NV00068,CN HCM
9/20/2018,ĐH0000195,KH-0280,P-016,1,7632000,7632000,4579200,NV00068,CN HP
9/21/2018,ĐH0000198,KH-0281,P-015,1,3836000,3836000,2685200,NV00068,CN HN
9/22/2018,ĐH0000198,KH-0281,P-016,1,7632000,7632000,4960800,NV00068,CN HN
9/23/2018,ĐH0000209,KH-0265,P-255,1,8600000,8600000,6020000,NV00095,CN HN
9/24/2018,ĐH0000217,KH-0282,P-229,1,890000,890000,623000,NV00017,CN HP
9/25/2018,ĐH0000229,KH-0213,P-256,1,15085000,15085000,9051000,NV00068,CN HP
9/26/2018,ĐH0000229,KH-0213,P-257,1,43656000,43656000,30559200,NV00068,CN HP
9/27/2018,ĐH0000235,KH-0283,P-021,1,18975000,18975000,13282500,NV00108,CN HN
9/28/2018,ĐH0000239,KH-0284,P-081,1,1300000,1300000,910000,NV00015,CN HN
9/29/2018,ĐH0000240,KH-0251,P-016,1,7582000,7582000,4928300,NV00068,CN HP
9/30/2018,ĐH0000266,KH-0285,P-258,1,2200000,2200000,1430000,NV00015,CN HCM
10/1/2018,ĐH0000275,KH-0286,P-259,1,180000,180000,117000,NV00068,CN HN
10/2/2018,ĐH0000277,KH-0226,P-040,1,23111069,23111069,16177748.3,NV00015,CN HP
10/3/2018,ĐH0000281,KH-0251,P-016,1,7582000,7582000,4928300,NV00068,CN HP
10/4/2018,ĐH0000296,KH-0251,P-015,1,3849000,3849000,2694300,NV00068,CN HCM
10/5/2018,ĐH0000296,KH-0251,P-016,1,7582000,7582000,4549200,NV00068,CN HN
10/6/2018,ĐH0000299,KH-0251,P-130,1,10990000,10990000,7693000,NV00068,CN HCM
10/7/2018,ĐH0000308,KH-0287,P-019,1,3000000,3000000,1950000,NV00110,CN HP
10/8/2018,ĐH0000315,KH-0207,P-015,1,3850000,3850000,2310000,NV00068,CN HP
10/9/2018,ĐH0000315,KH-0207,P-260,1,828000,828000,496800,NV00068,CN HP
10/10/2018,ĐH0000315,KH-0207,P-261,1,1525000,1525000,991250,NV00068,CN HCM
10/11/2018,ĐH0000321,KH-0288,P-018,1,2990000,2990000,2093000,NV00110,CN HP
10/12/2018,ĐH0000321,KH-0288,P-017,1,3990000,3990000,2793000,NV00110,CN HCM
10/13/2018,ĐH0000321,KH-0288,P-190,1,190000,190000,114000,NV00110,CN HP
10/14/2018,ĐH0000327,KH-0251,P-015,1,3849000,3849000,2309400,NV00068,CN HN
10/15/2018,ĐH0000327,KH-0251,P-016,1,7582000,7582000,4549200,NV00068,CN HP
10/16/2018,ĐH0000360,KH-0289,P-262,1,23804000,23804000,15472600,NV00015,CN HCM
10/17/2018,ĐH0000375,KH-0290,P-071,1,780000,780000,468000,NV00015,CN HP
10/18/2018,ĐH0000389,KH-0265,P-243,1,2769000,2769000,1661400,NV00095,CN HCM
10/19/2018,ĐH0000393,KH-0024,P-263,1,16000000,16000000,11200000,NV00095,CN HCM
10/20/2018,ĐH0000405,KH-0291,P-032,1,8180000,8180000,5317000,NV00068,CN HN
10/21/2018,ĐH0000405,KH-0291,P-012,1,8180000,8180000,4908000,NV00068,CN HP
10/22/2018,ĐH0000405,KH-0291,P-045,1,5400000,5400000,3510000,NV00068,CN HP
10/23/2018,ĐH0000417,KH-0200,P-023,1,9544500,9544500,6203925,NV00006,CN HCM
10/24/2018,ĐH0000423,KH-0292,P-060,1,1200000,1200000,780000,NV00015,CN HCM
10/25/2018,ĐH0000430,KH-0293,P-137,1,8450000,8450000,5915000,NV00068,CN HCM
10/26/2018,ĐH0000438,KH-0207,P-015,1,3850000,3850000,2502500,NV00068,CN HCM
10/27/2018,ĐH0000438,KH-0207,P-260,1,828000,828000,496800,NV00068,CN HN
10/28/2018,ĐH0000438,KH-0207,P-261,1,1525000,1525000,991250,NV00068,CN HP
10/29/2018,ĐH0000442,KH-0294,P-264,1,5010000,5010000,3507000,NV00095,CN HCM
